(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
32:15:57,1657336620,2022-07-09T03:16:58,2022-07-08T21:17:00,1.992,3867.56,37.00,35.88,38.51,851.60,853.85,187.183334,17.73,0.9543,313,0,12.461,1.90564,4.16,54184,40.564703,-105.073053,1527.5,12,0.035466,0.7
32:16:27,1657336650,2022-07-09T03:17:28,2022-07-08T21:17:30,1.990,3868.55,36.98,35.78,38.42,851.66,853.99,185.283340,17.79,0.9545,313,0,12.458,1.89929,4.16,54172,40.564688,-105.073034,1529.5,12,0.026728,0.7
32:16:57,1657336680,2022-07-09T03:17:58,2022-07-08T21:18:00,1.990,3869.55,36.94,35.68,38.42,851.67,854.08,188.233337,17.30,0.9549,313,0,12.458,1.90201,4.16,54160,40.564679,-105.073021,1530.2,12,0.038550,0.7
32:17:27,1657336710,2022-07-09T03:18:28,2022-07-08T21:18:30,1.989,3870.54,36.91,35.58,38.42,851.74,854.21,189.083328,17.58,0.9551,313,0,12.453,1.90170,4.16,54149,40.564700,-105.073041,1528.4,12,0.021074,0.7
32:17:57,1657336740,2022-07-09T03:18:58,2022-07-08T21:19:00,1.988,3871.54,36.89,35.54,38.37,851.63,854.24,188.766663,17.77,0.9551,313,0,12.455,1.90261,4.16,54137,40.564711,-105.073051,1525.8,12,0.021588,0.7
32:18:27,1657336770,2022-07-09T03:19:28,2022-07-08T21:19:30,1.987,3872.53,36.86,35.46,38.38,851.69,854.30,187.483337,18.01,0.9552,313,0,12.452,1.90110,4.16,54125,40.564703,-105.073049,1525.2,12,0.024672,0.7
32:18:57,1657336800,2022-07-09T03:19:58,2022-07-08T21:20:00,1.987,3873.53,36.83,35.36,38.35,851.70,854.44,185.966660,18.02,0.9555,312,0,12.452,1.89838,4.16,54113,40.564714,-105.073070,1524.4,12,0.026728,0.7
32:19:27,1657336830,2022-07-09T03:20:28,2022-07-08T21:20:30,1.989,3874.52,36.80,35.30,38.33,851.67,854.42,189.050003,17.93,0.9556,311,0,12.469,1.89778,4.15,54102,40.564703,-105.073053,1527.1,12,0.057054,0.7
32:19:57,1657336860,2022-07-09T03:20:58,2022-07-08T21:21:00,1.993,3875.52,36.77,35.25,38.25,851.57,854.45,184.000000,18.12,0.9557,311,0,12.486,1.90140,4.15,54090,40.564703,-105.073048,1526.8,12,0.017476,0.7
32:20:27,1657336890,2022-07-09T03:21:28,2022-07-08T21:21:30,1.993,3876.51,36.74,35.20,38.26,851.63,854.48,188.033340,18.25,0.9558,311,0,12.486,1.90080,4.15,54078,40.564695,-105.073039,1528.5,12,0.024672,0.7
32:20:57,1657336920,2022-07-09T03:21:58,2022-07-08T21:22:00,1.992,3877.51,36.73,35.13,38.23,851.72,854.59,187.466660,18.22,0.9559,311,0,12.481,1.90685,4.15,54066,40.564698,-105.073046,1530.5,12,0.014906,0.7
32:21:27,1657336950,2022-07-09T03:22:28,2022-07-08T21:22:30,1.992,3878.51,36.70,35.09,38.22,851.70,854.65,186.733337,17.89,0.9562,311,0,12.483,1.90745,4.15,54055,40.564713,-105.073051,1527.7,12,0.003084,0.7
32:21:57,1657336980,2022-07-09T03:22:58,2022-07-08T21:23:00,1.991,3879.50,36.68,35.06,38.19,851.56,854.65,184.566666,18.39,0.9561,311,0,12.483,1.90685,4.15,54043,40.564733,-105.073067,1524.7,12,0.006682,0.7
32:22:27,1657337010,2022-07-09T03:23:28,2022-07-08T21:23:30,1.990,3880.50,36.66,35.01,38.15,851.73,854.72,187.533340,18.12,0.9564,310,0,12.483,1.90080,4.15,54031,40.564737,-105.073071,1524.6,12,0.021074,0.7
32:22:57,1657337040,2022-07-09T03:23:58,2022-07-08T21:24:00,1.994,3881.50,36.63,34.96,38.14,851.71,854.72,186.233337,18.56,0.9563,310,0,12.499,1.90745,4.15,54019,40.564728,-105.073053,1525.5,12,0.009252,0.7
32:23:27,1657337070,2022-07-09T03:24:28,2022-07-08T21:24:30,1.993,3882.49,36.60,34.94,38.11,851.70,854.80,187.166672,18.46,0.9566,310,0,12.498,1.90897,4.14,54007,40.564725,-105.073052,1525.4,12,0.006682,0.7
32:23:57,1657337100,2022-07-09T03:24:58,2022-07-08T21:25:00,1.992,3883.49,36.58,34.85,38.05,851.75,854.81,188.500000,18.63,0.9566,310,0,12.498,1.90231,4.14,53996,40.564710,-105.073047,1528.2,12,0.011308,0.7
32:24:27,1657337130,2022-07-09T03:25:28,2022-07-08T21:25:30,1.992,3884.48,36.57,34.85,38.06,851.75,854.91,189.533340,18.56,0.9568,310,0,12.499,1.90715,4.14,53984,40.564712,-105.073051,1527.3,12,0.015420,0.7
32:24:57,1657337160,2022-07-09T03:25:58,2022-07-08T21:26:00,1.991,3885.48,36.52,34.80,38.05,851.79,854.84,183.733337,17.75,0.9571,310,0,12.498,1.90745,4.14,53972,40.564697,-105.073045,1529.4,12,0.015934,0.6
32:25:27,1657337190,2022-07-09T03:26:28,2022-07-08T21:26:30,1.991,3886.48,36.51,34.77,38.05,851.82,854.98,187.933334,18.63,0.9570,310,0,12.498,1.90927,4.14,53960,40.564695,-105.073052,1531.6,12,0.092520,0.6
32:25:57,1657337220,2022-07-09T03:26:58,2022-07-08T21:27:00,1.992,3887.47,36.49,34.76,37.99,851.85,854.93,189.066666,18.75,0.9570,310,0,12.496,1.90806,4.14,53948,40.564694,-105.073054,1531.7,12,0.066306,0.6
32:26:27,1657337250,2022-07-09T03:27:28,2022-07-08T21:27:30,1.991,3888.47,36.47,34.72,37.97,851.77,854.98,184.316666,18.58,0.9572,310,0,12.498,1.90654,4.14,53937,40.564699,-105.073068,1532.9,12,0.012336,0.6
32:26:57,1657337280,2022-07-09T03:27:58,2022-07-08T21:28:00,1.991,3889.46,36.44,34.66,37.94,851.76,854.91,187.949997,17.85,0.9574,310,0,12.495,1.90594,4.14,53925,40.564690,-105.073047,1533.2,12,0.052428,0.6
32:27:27,1657337310,2022-07-09T03:28:28,2022-07-08T21:28:30,1.990,3890.46,36.43,34.64,37.94,851.87,855.02,187.399994,18.75,0.9573,309,0,12.495,1.90352,4.14,53913,40.564678,-105.073024,1535.4,12,0.019532,0.6
32:27:57,1657337340,2022-07-09T03:28:58,2022-07-08T21:29:00,1.994,3891.46,36.41,34.62,37.90,851.79,855.13,187.566666,18.93,0.9574,309,0,12.513,1.90745,4.13,53901,40.564683,-105.073025,1536.8,12,0.033924,0.6
32:28:27,1657337370,2022-07-09T03:29:28,2022-07-08T21:29:30,1.993,3892.45,36.37,34.57,37.90,851.93,855.08,186.283340,17.85,0.9578,309,0,12.513,1.90594,4.13,53889,40.564689,-105.073028,1533.8,12,0.043176,0.7
32:28:57,1657337400,2022-07-09T03:29:58,2022-07-08T21:30:00,1.993,3893.45,36.35,34.54,37.88,851.86,855.00,188.116669,19.09,0.9575,309,0,12.514,1.91382,4.13,53877,40.564689,-105.073028,1531.8,12,0.108454,0.6
32:29:27,1657337430,2022-07-09T03:30:28,2022-07-08T21:30:30,1.993,3894.44,36.34,34.50,37.85,851.78,855.09,186.899994,19.09,0.9576,309,0,12.513,1.91200,4.13,53866,40.564697,-105.073056,1531.4,12,0.205600,0.6
32:29:57,1657337460,2022-07-09T03:30:58,2022-07-08T21:31:00,1.992,3895.44,36.32,34.48,37.79,851.92,855.09,189.449997,19.11,0.9577,309,0,12.511,1.90685,4.13,53854,40.564698,-105.073044,1530.8,12,0.033410,0.6
32:30:27,1657337490,2022-07-09T03:31:28,2022-07-08T21:31:30,1.994,3896.44,36.29,34.48,37.82,851.87,855.17,184.949997,19.07,0.9579,309,0,12.511,1.90685,4.13,53842,40.564705,-105.073042,1527.1,12,0.073502,0.7
32:30:57,1657337520,2022-07-09T03:31:58,2022-07-08T21:32:00,1.988,3897.43,36.28,34.44,37.78,851.71,855.12,187.533340,19.22,0.9578,309,0,12.513,1.90654,4.13,53830,40.564708,-105.073057,1529.4,12,0.008224,0.6
32:31:27,1657337550,2022-07-09T03:32:28,2022-07-08T21:32:30,1.992,3898.43,36.26,34.43,37.76,851.80,855.15,188.033340,18.06,0.9582,309,0,12.510,1.90897,4.13,53818,40.564707,-105.073059,1529.7,12,0.010794,0.6
32:31:57,1657337580,2022-07-09T03:32:58,2022-07-08T21:33:00,1.992,3899.42,36.24,34.36,37.74,851.94,855.15,187.399994,19.19,0.9580,309,0,12.511,1.90927,4.13,53806,40.564697,-105.073051,1527.5,12,0.027756,0.7
32:32:27,1657337610,2022-07-09T03:33:28,2022-07-08T21:33:30,1.993,3900.42,36.21,34.36,37.72,852.00,855.16,187.183334,19.16,0.9581,309,0,12.511,1.90957,4.13,53794,40.564692,-105.073055,1531.0,12,0.038036,0.7
32:32:57,1657337640,2022-07-09T03:33:58,2022-07-08T21:34:00,1.992,3901.42,36.18,34.36,37.69,851.95,855.13,188.516663,18.45,0.9583,309,0,12.512,1.90624,4.13,53783,40.564691,-105.073045,1532.2,12,0.007196,0.6
32:33:27,1657337670,2022-07-09T03:34:28,2022-07-08T21:34:30,1.987,3902.41,36.15,34.31,37.65,851.92,855.24,187.316666,18.98,0.9584,308,0,12.508,1.90473,4.12,53771,40.564687,-105.073042,1531.7,12,0.001542,0.8
32:33:57,1657337700,2022-07-09T03:34:58,2022-07-08T21:35:00,1.992,3903.41,36.13,34.32,37.67,851.85,855.16,187.533340,18.73,0.9585,308,0,12.528,1.91565,4.12,53759,40.564681,-105.073030,1532.6,12,0.004626,0.6
32:34:27,1657337730,2022-07-09T03:35:28,2022-07-08T21:35:30,1.993,3904.40,36.12,34.27,37.63,851.88,855.17,185.699997,19.21,0.9584,308,0,12.528,1.90806,4.12,53747,40.564699,-105.073036,1531.7,12,0.003084,0.6
32:34:57,1657337760,2022-07-09T03:35:58,2022-07-08T21:36:00,1.992,3905.40,36.10,34.25,37.62,851.91,855.36,186.816666,19.17,0.9587,308,0,12.528,1.91443,4.12,53735,40.564711,-105.073051,1529.4,12,0.011822,0.6
32:35:27,1657337790,2022-07-09T03:36:28,2022-07-08T21:36:30,1.992,3906.40,36.09,34.24,37.58,851.86,855.36,186.266663,18.89,0.9588,308,0,12.525,1.90957,4.12,53723,40.564692,-105.073048,1534.4,12,0.003598,0.6
32:35:57,1657337820,2022-07-09T03:36:58,2022-07-08T21:37:00,1.992,3907.39,36.07,34.16,37.59,851.92,855.34,190.133331,19.30,0.9587,308,0,12.525,1.90866,4.12,53711,40.564684,-105.073018,1530.0,12,0.014392,0.6
32:36:27,1657337850,2022-07-09T03:37:28,2022-07-08T21:37:30,1.992,3908.39,36.03,34.18,37.57,851.90,855.31,187.916672,19.29,0.9588,308,0,12.524,1.90594,4.12,53700,40.564694,-105.073006,1526.3,12,0.023644,0.7
32:36:57,1657337880,2022-07-09T03:37:58,2022-07-08T21:38:00,1.990,3909.38,36.02,34.13,37.53,851.95,855.32,186.050003,18.33,0.9591,308,0,12.524,1.90866,4.12,53688,40.564693,-105.073006,1528.5,12,0.074016,0.6
32:37:27,1657337910,2022-07-09T03:38:28,2022-07-08T21:38:30,1.991,3910.38,36.00,34.14,37.49,852.10,855.40,188.783340,19.45,0.9590,308,0,12.526,1.91443,4.12,53676,40.564678,-105.073005,1529.6,12,0.034438,0.7
32:37:57,1657337940,2022-07-09T03:38:58,2022-07-08T21:39:00,1.990,3911.38,35.98,34.14,37.48,851.97,855.40,186.566666,19.46,0.9591,308,0,12.526,1.90897,4.12,53664,40.564676,-105.073023,1529.1,12,0.020046,0.6
32:38:27,1657337970,2022-07-09T03:39:28,2022-07-08T21:39:30,1.990,3912.37,35.95,34.08,37.45,852.05,855.41,186.983337,19.41,0.9592,308,0,12.524,1.91139,4.11,53652,40.564678,-105.073021,1526.6,12,0.103314,0.6
32:38:57,1657338000,2022-07-09T03:39:58,2022-07-08T21:40:00,1.990,3913.37,35.93,34.05,37.49,852.09,855.46,186.433334,19.41,0.9593,308,0,12.524,1.90685,4.11,53640,40.564685,-105.073030,1521.9,12,0.017476,0.6
32:39:27,1657338030,2022-07-09T03:40:28,2022-07-08T21:40:30,1.988,3914.36,35.92,34.04,37.42,852.03,855.33,189.733337,18.53,0.9594,307,0,12.523,1.90442,4.11,53628,40.564688,-105.073041,1524.1,12,0.029298,0.6
32:39:57,1657338060,2022-07-09T03:40:58,2022-07-08T21:41:00,1.992,3915.36,35.90,34.02,37.40,852.04,855.42,185.800003,18.99,0.9595,307,0,12.543,1.90897,4.11,53616,40.564690,-105.073045,1525.0,12,0.015420,0.6
32:40:27,1657338090,2022-07-09T03:41:28,2022-07-08T21:41:30,1.993,3916.36,35.88,33.97,37.42,852.01,855.39,187.449997,19.57,0.9594,307,0,12.540,1.91382,4.11,53604,40.564691,-105.073043,1524.2,12,0.006682,0.6
32:40:57,1657338120,2022-07-09T03:41:58,2022-07-08T21:42:00,1.992,3917.35,35.87,33.98,37.38,851.99,855.45,187.416672,19.54,0.9595,307,0,12.540,1.91231,4.11,53593,40.564694,-105.073054,1526.7,12,0.003598,0.7
32:41:27,1657338150,2022-07-09T03:42:28,2022-07-08T21:42:30,1.992,3918.35,35.85,33.93,37.35,852.02,855.37,188.816666,19.50,0.9595,307,0,12.541,1.91048,4.11,53581,40.564702,-105.073064,1525.9,12,0.017990,0.7
32:41:57,1657338180,2022-07-09T03:42:58,2022-07-08T21:43:00,1.993,3919.34,35.83,33.94,37.34,852.08,855.45,187.233337,19.57,0.9596,307,0,12.541,1.91352,4.11,53569,40.564713,-105.073076,1526.1,12,0.017990,0.6
32:42:27,1657338210,2022-07-09T03:43:28,2022-07-08T21:43:30,1.992,3920.34,35.80,33.93,37.31,852.01,855.48,188.399994,19.54,0.9597,307,0,12.541,1.90897,4.11,53557,40.564720,-105.073095,1527.3,12,0.074530,0.7
32:42:57,1657338240,2022-07-09T03:43:58,2022-07-08T21:44:00,1.992,3921.34,35.78,33.91,37.31,852.04,855.38,185.616669,19.36,0.9597,307,0,12.541,1.91291,4.11,53545,40.564693,-105.073061,1528.5,12,0.022616,0.7
32:43:27,1657338270,2022-07-09T03:44:28,2022-07-08T21:44:30,1.990,3922.33,35.77,33.90,37.28,852.06,855.43,189.516663,18.40,0.9601,306,0,12.541,1.90594,4.11,53533,40.564696,-105.073058,1528.4,12,0.016448,0.7
32:43:57,1657338300,2022-07-09T03:44:58,2022-07-08T21:45:00,1.994,3923.33,35.76,33.87,37.23,852.15,855.43,191.250000,19.44,0.9598,306,0,12.557,1.91839,4.10,53521,40.564701,-105.073049,1525.7,12,0.021588,0.7
32:44:27,1657338330,2022-07-09T03:45:28,2022-07-08T21:45:30,1.995,3924.32,35.73,33.83,37.26,852.02,855.41,189.866669,19.58,0.9599,306,0,12.556,1.91808,4.10,53509,40.564695,-105.073031,1523.1,12,0.014906,0.7
32:44:57,1657338360,2022-07-09T03:45:58,2022-07-08T21:46:00,1.994,3925.32,35.71,33.83,37.26,852.19,855.38,188.033340,19.44,0.9599,306,0,12.556,1.91048,4.10,53497,40.564680,-105.073026,1523.8,12,0.052942,0.7
32:45:27,1657338390,2022-07-09T03:46:28,2022-07-08T21:46:30,1.994,3926.32,35.71,33.82,37.20,852.08,855.49,188.066666,19.52,0.9601,306,0,12.555,1.91656,4.10,53485,40.564663,-105.073006,1522.6,12,0.037522,0.7
32:45:57,1657338420,2022-07-09T03:46:58,2022-07-08T21:47:00,1.994,3927.31,35.69,33.81,37.19,852.11,855.42,190.000000,19.68,0.9600,306,0,12.557,1.91018,4.10,53473,40.564660,-105.073023,1522.4,12,0.017476,0.7
32:46:27,1657338450,2022-07-09T03:47:28,2022-07-08T21:47:30,1.993,3928.31,35.66,33.77,37.19,851.98,855.50,188.316666,19.70,0.9602,306,0,12.556,1.91352,4.10,53461,40.564668,-105.073017,1522.2,12,0.020560,0.7
32:46:57,1657338480,2022-07-09T03:47:58,2022-07-08T21:48:00,1.992,3929.31,35.65,33.77,37.15,852.15,855.50,187.716660,19.92,0.9602,306,0,12.556,1.91778,4.10,53450,40.564676,-105.073020,1523.8,12,0.088922,0.7
32:47:27,1657338510,2022-07-09T03:48:28,2022-07-08T21:48:30,1.992,3930.30,35.63,33.74,37.17,852.12,855.53,186.683334,19.86,0.9603,306,0,12.557,1.91018,4.10,53438,40.564679,-105.073029,1527.7,12,0.051400,0.7
32:47:57,1657338540,2022-07-09T03:48:58,2022-07-08T21:49:00,1.992,3931.30,35.61,33.73,37.15,852.04,855.48,188.466660,19.49,0.9604,306,0,12.555,1.90988,4.10,53426,40.564686,-105.073045,1527.0,12,0.103314,0.7
32:48:27,1657338570,2022-07-09T03:49:28,2022-07-08T21:49:30,1.992,3932.29,35.58,33.67,37.13,852.16,855.51,188.199997,19.58,0.9605,306,0,12.552,1.91565,4.10,53414,40.564700,-105.073063,1527.7,12,0.030326,0.7
32:48:57,1657338600,2022-07-09T03:49:58,2022-07-08T21:50:00,1.991,3933.29,35.57,33.66,37.10,852.11,855.48,187.916672,18.76,0.9607,306,0,12.554,1.91778,4.10,53402,40.564700,-105.073065,1528.7,12,0.028784,0.7
32:49:27,1657338630,2022-07-09T03:50:28,2022-07-08T21:50:30,1.992,3934.29,35.56,33.68,37.09,852.03,855.43,188.966660,19.77,0.9604,306,0,12.555,1.91443,4.10,53390,40.564703,-105.073063,1527.9,12,0.056540,0.7
32:49:57,1657338660,2022-07-09T03:50:58,2022-07-08T21:51:00,1.991,3935.28,35.55,33.64,37.06,852.19,855.57,189.933334,19.77,0.9606,306,0,12.554,1.90957,4.09,53378,40.564682,-105.073044,1529.4,12,0.011822,0.7
32:50:27,1657338690,2022-07-09T03:51:28,2022-07-08T21:51:30,1.991,3936.28,35.53,33.63,37.03,852.17,855.60,190.899994,19.93,0.9607,306,0,12.552,1.90957,4.09,53366,40.564677,-105.073047,1527.1,12,0.032382,0.7
32:50:57,1657338720,2022-07-09T03:51:58,2022-07-08T21:52:00,1.990,3937.27,35.50,33.82,37.04,851.99,855.14,190.899994,19.86,0.9603,305,0,12.571,1.90776,4.20,53386,40.564669,-105.073031,1528.4,12,0.030840,0.7
32:51:27,1657338750,2022-07-09T03:52:28,2022-07-08T21:52:30,1.996,3938.27,35.52,34.65,37.01,852.12,853.99,191.983337,19.93,0.9589,305,0,12.600,1.91717,4.20,53435,40.564674,-105.073039,1526.8,12,0.051400,0.7
32:51:57,1657338780,2022-07-09T03:52:58,2022-07-08T21:53:00,2.002,3939.27,35.54,35.29,37.04,852.17,853.14,190.416672,19.82,0.9579,305,0,12.614,1.92235,4.20,53480,40.564679,-105.073029,1526.0,12,0.005140,0.7
32:52:27,1657338810,2022-07-09T03:53:28,2022-07-08T21:53:30,2.010,3940.28,35.59,35.80,37.13,852.13,852.44,189.066666,19.40,0.9570,305,0,12.617,1.92601,4.20,53522,40.564677,-105.073021,1530.2,12,0.021588,0.7
32:52:57,1657338840,2022-07-09T03:53:58,2022-07-08T21:54:00,2.011,3941.28,35.64,36.19,37.13,852.04,852.05,191.916672,19.81,0.9563,306,0,12.622,1.92357,4.20,53562,40.564688,-105.073040,1533.1,12,0.016962,0.7
32:53:27,1657338870,2022-07-09T03:54:28,2022-07-08T21:54:30,2.010,3942.29,35.70,36.50,37.21,852.22,851.55,189.050003,19.53,0.9556,307,0,12.609,1.92509,4.20,53601,40.564694,-105.073064,1529.9,12,0.040092,0.6
32:53:57,1657338900,2022-07-09T03:54:58,2022-07-08T21:55:00,2.008,3943.29,35.74,36.72,37.24,852.10,851.30,186.633331,19.03,0.9553,307,0,12.592,1.91960,4.20,53637,40.564679,-105.073057,1529.0,12,0.015934,0.6
32:54:27,1657338930,2022-07-09T03:55:28,2022-07-08T21:55:30,2.010,3944.29,35.78,36.87,37.28,852.06,851.13,188.133331,19.43,0.9549,308,0,12.593,1.92570,4.20,53672,40.564675,-105.073046,1529.0,12,0.044204,0.6
32:54:57,1657338960,2022-07-09T03:55:58,2022-07-08T21:56:00,2.008,3945.30,35.82,37.02,37.33,852.06,851.12,189.500000,19.63,0.9547,308,0,12.576,1.92509,4.20,53705,40.564690,-105.073067,1525.8,12,0.023644,0.7
32:55:27,1657338990,2022-07-09T03:56:28,2022-07-08T21:56:30,2.009,3946.30,35.86,37.07,37.36,852.10,850.93,189.683334,19.56,0.9544,308,0,12.580,1.91504,4.20,53736,40.564697,-105.073070,1525.3,12,0.025700,0.6
32:55:57,1657339020,2022-07-09T03:56:58,2022-07-08T21:57:00,2.009,3947.30,35.89,37.14,37.42,852.06,851.01,189.000000,19.42,0.9544,308,0,12.578,1.91778,4.20,53766,40.564707,-105.073054,1522.2,12,0.024672,0.6
32:56:27,1657339050,2022-07-09T03:57:28,2022-07-08T21:57:30,2.010,3948.31,35.91,37.16,37.42,852.12,851.03,189.949997,19.41,0.9544,308,0,12.579,1.91595,4.20,53795,40.564714,-105.073064,1522.5,12,0.009252,0.7
32:56:57,1657339080,2022-07-09T03:57:58,2022-07-08T21:58:00,2.011,3949.31,35.92,37.17,37.42,852.12,851.00,190.516663,19.14,0.9544,308,0,12.578,1.91778,4.20,53822,40.564707,-105.073060,1525.7,12,0.062194,0.6
32:57:27,1657339110,2022-07-09T03:58:28,2022-07-08T21:58:30,2.010,3950.31,35.93,37.17,37.44,852.11,851.05,191.083328,19.19,0.9544,308,0,12.577,1.92021,4.20,53847,40.564711,-105.073058,1528.2,12,0.031868,0.7
32:57:57,1657339140,2022-07-09T03:58:58,2022-07-08T21:59:00,2.009,3951.32,35.95,37.11,37.46,852.11,851.19,188.466660,19.63,0.9544,308,0,12.576,1.91504,4.20,53872,40.564705,-105.073035,1531.2,12,0.016962,0.6
32:58:27,1657339170,2022-07-09T03:59:28,2022-07-08T21:59:30,2.010,3952.32,35.95,37.08,37.47,852.00,851.19,188.000000,19.44,0.9544,308,0,12.575,1.91839,4.20,53895,40.564714,-105.073045,1529.2,12,0.020560,0.6
32:58:57,1657339200,2022-07-09T03:59:58,2022-07-08T22:00:00,2.009,3953.33,35.95,37.04,37.47,852.16,851.32,187.333328,19.09,0.9547,308,0,12.572,1.92113,4.20,53917,40.564714,-105.073054,1528.1,12,0.022102,0.6
32:59:27,1657339230,2022-07-09T04:00:28,2022-07-08T22:00:30,2.008,3954.33,35.96,37.00,37.47,852.27,851.41,190.600006,19.22,0.9547,308,0,12.571,1.92204,4.20,53938,40.564713,-105.073067,1529.9,12,0.054484,0.7
32:59:57,1657339260,2022-07-09T04:00:58,2022-07-08T22:01:00,2.008,3955.33,35.95,36.88,37.44,852.11,851.54,190.416672,19.51,0.9548,308,0,12.569,1.91778,4.20,53958,40.564737,-105.073080,1528.7,12,0.018504,0.7
33:00:27,1657339290,2022-07-09T04:01:28,2022-07-08T22:01:30,2.008,3956.34,35.94,36.83,37.46,852.14,851.68,191.233337,19.42,0.9550,308,0,12.568,1.91900,4.20,53976,40.564729,-105.073071,1525.5,12,0.001028,0.6
33:00:57,1657339320,2022-07-09T04:01:58,2022-07-08T22:02:00,2.006,3957.34,35.94,36.77,37.46,852.20,851.73,190.766663,19.53,0.9550,308,0,12.567,1.91291,4.20,53994,40.564725,-105.073040,1520.4,12,0.061680,0.6
33:01:27,1657339350,2022-07-09T04:02:28,2022-07-08T22:02:30,2.007,3958.34,35.93,36.66,37.44,852.20,851.84,191.066666,19.69,0.9552,308,0,12.567,1.91960,4.20,54011,40.564726,-105.073052,1524.5,12,0.074530,0.6
33:01:57,1657339380,2022-07-09T04:02:58,2022-07-08T22:03:00,2.006,3959.35,35.91,36.56,37.42,852.14,851.93,190.383331,19.75,0.9553,308,0,12.564,1.91656,4.20,54027,40.564705,-105.073046,1530.3,12,0.033410,0.6
33:02:27,1657339410,2022-07-09T04:03:28,2022-07-08T22:03:30,2.004,3960.35,35.90,36.50,37.40,852.26,851.99,188.149994,18.60,0.9557,308,0,12.560,1.91079,4.20,54042,40.564724,-105.073083,1531.3,12,0.056540,0.6
33:02:57,1657339440,2022-07-09T04:03:58,2022-07-08T22:04:00,2.004,3961.35,35.87,36.40,37.40,852.26,852.16,190.250000,19.03,0.9559,308,0,12.559,1.91352,4.20,54057,40.564732,-105.073071,1523.8,12,0.043176,0.6
33:03:27,1657339470,2022-07-09T04:04:28,2022-07-08T22:04:30,2.003,3962.36,35.86,36.32,37.38,852.26,852.33,190.583328,19.27,0.9560,308,0,12.558,1.91474,4.20,54071,40.564722,-105.073060,1523.9,12,0.010794,0.7
33:03:57,1657339500,2022-07-09T04:04:58,2022-07-08T22:05:00,2.002,3963.36,35.85,36.25,37.38,852.38,852.35,185.666672,19.55,0.9560,308,0,12.559,1.91534,4.20,54084,40.564700,-105.073063,1529.5,12,0.044204,0.6
33:04:27,1657339530,2022-07-09T04:05:28,2022-07-08T22:05:30,2.002,3964.36,35.82,36.13,37.37,852.30,852.44,186.816666,18.15,0.9566,308,0,12.558,1.91474,4.20,54096,40.564698,-105.073053,1526.8,12,0.014906,0.7
33:04:57,1657339560,2022-07-09T04:05:58,2022-07-08T22:06:00,2.000,3965.36,35.80,36.06,37.32,852.23,852.56,186.583328,18.58,0.9567,308,0,12.555,1.90897,4.20,54107,40.564690,-105.073065,1531.5,12,0.016962,0.6
33:05:27,1657339590,2022-07-09T04:06:28,2022-07-08T22:06:30,2.001,3966.36,35.79,35.94,37.32,852.23,852.75,185.800003,19.88,0.9566,308,0,12.556,1.91261,4.20,54118,40.564678,-105.073067,1534.0,12,0.014392,0.7
33:05:57,1657339620,2022-07-09T04:06:58,2022-07-08T22:07:00,2.001,3967.36,35.77,35.90,37.29,852.31,852.73,189.333328,19.80,0.9567,308,0,12.556,1.90957,4.20,54129,40.564691,-105.073058,1530.2,12,0.002570,0.7
33:06:27,1657339650,2022-07-09T04:07:28,2022-07-08T22:07:30,2.001,3968.36,35.76,35.78,37.24,852.42,852.89,188.866669,20.10,0.9568,308,0,12.554,1.91413,4.20,54139,40.564700,-105.073054,1533.1,12,0.024672,0.6
33:06:57,1657339680,2022-07-09T04:07:58,2022-07-08T22:08:00,1.997,3969.36,35.73,35.73,37.26,852.26,852.86,190.733337,19.78,0.9570,308,0,12.553,1.90988,4.20,54148,40.564704,-105.073056,1531.6,12,0.057054,0.6
33:07:27,1657339710,2022-07-09T04:08:28,2022-07-08T22:08:30,1.995,3970.35,35.72,35.69,37.24,852.38,853.06,187.516663,19.54,0.9573,308,0,12.548,1.91079,4.20,54157,40.564710,-105.073068,1531.0,12,0.023130,0.7
33:07:57,1657339740,2022-07-09T04:08:58,2022-07-08T22:09:00,2.000,3971.36,35.68,35.62,37.22,852.36,853.07,185.250000,19.80,0.9574,308,0,12.548,1.91352,4.20,54166,40.564722,-105.073073,1530.1,12,0.028784,0.7
33:08:27,1657339770,2022-07-09T04:09:28,2022-07-08T22:09:30,1.997,3972.35,35.66,35.53,37.22,852.34,853.21,188.466660,19.85,0.9576,308,0,12.548,1.91413,4.20,54174,40.564694,-105.073061,1530.7,12,0.017476,0.6
33:08:57,1657339800,2022-07-09T04:09:58,2022-07-08T22:10:00,1.996,3973.35,35.64,35.48,37.17,852.23,853.18,188.116669,19.90,0.9576,308,0,12.548,1.91200,4.20,54181,40.564686,-105.073052,1528.2,12,0.019018,0.6
