(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
70:14:15,1657473330,2022-07-10T17:15:25,2022-07-10T11:15:30,1.992,8422.36,45.09,43.11,46.44,849.41,853.79,182.350006,11.78,0.9299,311,0,12.399,1.85004,4.11,53052,40.564701,-105.073048,1526.9,12,0.079670,1.0
70:14:45,1657473360,2022-07-10T17:15:55,2022-07-10T11:16:00,1.993,8423.35,45.13,43.12,46.44,849.35,853.78,181.800003,11.47,0.9299,311,0,12.399,1.84862,4.11,53040,40.564700,-105.073045,1523.9,12,0.019532,1.0
70:15:15,1657473390,2022-07-10T17:16:25,2022-07-10T11:16:30,1.993,8424.35,45.20,43.15,46.53,849.39,853.77,180.300003,11.76,0.9296,311,0,12.398,1.85146,4.11,53027,40.564696,-105.073072,1523.3,12,0.062708,1.0
70:15:45,1657473420,2022-07-10T17:16:55,2022-07-10T11:17:00,1.993,8425.34,45.27,43.19,46.59,849.35,853.94,181.149994,10.79,0.9299,311,0,12.398,1.85289,4.11,53015,40.564718,-105.073123,1518.5,12,0.040606,1.0
70:16:15,1657473450,2022-07-10T17:17:25,2022-07-10T11:17:30,1.993,8426.34,45.35,43.23,46.67,849.39,854.04,181.800003,10.85,0.9298,311,0,12.398,1.85396,4.11,53003,40.564714,-105.073101,1519.6,11,0.021588,1.0
70:16:45,1657473480,2022-07-10T17:17:55,2022-07-10T11:18:00,1.996,8427.34,45.42,43.28,46.75,849.36,853.99,180.449997,10.94,0.9294,311,0,12.399,1.85467,4.11,52990,40.564700,-105.073064,1520.3,11,0.075558,1.0
70:17:15,1657473510,2022-07-10T17:18:25,2022-07-10T11:18:30,1.997,8428.33,45.54,43.33,46.85,849.34,854.30,179.949997,11.15,0.9293,311,0,12.400,1.85610,4.11,52978,40.564700,-105.073097,1521.4,12,0.107940,1.0
70:17:45,1657473540,2022-07-10T17:18:55,2022-07-10T11:19:00,1.997,8429.33,45.64,43.38,46.94,849.40,854.17,183.550003,11.27,0.9288,311,0,12.400,1.85253,4.10,52965,40.564692,-105.073090,1523.3,12,0.038550,1.0
70:18:15,1657473570,2022-07-10T17:19:25,2022-07-10T11:19:30,1.999,8430.32,45.74,43.45,47.06,849.41,854.07,179.649994,11.57,0.9283,311,0,12.403,1.85789,4.10,52953,40.564695,-105.073096,1523.1,12,0.032382,1.0
70:18:45,1657473600,2022-07-10T17:19:55,2022-07-10T11:20:00,1.999,8431.32,45.85,43.46,47.14,849.34,854.27,183.500000,10.47,0.9286,311,0,12.404,1.85360,4.10,52941,40.564690,-105.073079,1525.9,12,0.050886,1.0
70:19:15,1657473630,2022-07-10T17:20:25,2022-07-10T11:20:30,2.001,8432.32,45.96,43.53,47.26,849.40,854.27,180.949997,10.95,0.9280,311,0,12.404,1.85574,4.10,52928,40.564690,-105.073081,1524.7,12,0.149574,1.0
70:19:45,1657473660,2022-07-10T17:20:55,2022-07-10T11:21:00,2.000,8433.31,46.06,43.64,47.36,849.28,854.36,182.250000,9.75,0.9283,311,0,12.405,1.85396,4.10,52916,40.564696,-105.073050,1526.1,11,0.047802,1.1
70:20:15,1657473690,2022-07-10T17:21:25,2022-07-10T11:21:30,2.001,8434.31,46.17,43.71,47.49,849.23,854.26,183.600006,9.95,0.9278,311,0,12.405,1.85539,4.10,52903,40.564682,-105.073039,1528.1,12,0.093034,0.9
70:20:45,1657473720,2022-07-10T17:21:55,2022-07-10T11:22:00,2.002,8435.30,46.27,43.76,47.58,849.32,854.52,182.350006,9.60,0.9279,311,0,12.408,1.85860,4.10,52891,40.564703,-105.073034,1534.7,12,0.095090,0.9
70:21:15,1657473750,2022-07-10T17:22:25,2022-07-10T11:22:30,2.004,8436.30,46.39,43.86,47.70,849.41,854.49,181.449997,9.77,0.9274,311,0,12.407,1.85824,4.10,52878,40.564703,-105.073051,1532.0,12,0.098174,0.9
70:21:45,1657473780,2022-07-10T17:22:55,2022-07-10T11:23:00,2.004,8437.30,46.47,43.87,47.81,849.37,854.61,183.350006,9.38,0.9275,311,0,12.408,1.85896,4.10,52866,40.564708,-105.073083,1527.1,12,0.075044,0.9
70:22:15,1657473810,2022-07-10T17:23:25,2022-07-10T11:23:30,2.005,8438.29,46.58,43.98,47.92,849.30,854.70,180.899994,8.91,0.9274,311,0,12.410,1.85824,4.10,52853,40.564706,-105.073054,1526.2,12,0.039578,0.9
70:22:45,1657473840,2022-07-10T17:23:55,2022-07-10T11:24:00,2.006,8439.29,46.67,44.10,48.02,849.35,854.71,180.899994,8.51,0.9273,311,0,12.411,1.85932,4.10,52841,40.564701,-105.073074,1522.7,12,0.022616,0.9
70:23:15,1657473870,2022-07-10T17:24:25,2022-07-10T11:24:30,2.006,8440.29,46.77,44.15,48.08,849.38,854.45,181.750000,8.84,0.9266,311,0,12.412,1.86290,4.10,52828,40.564696,-105.073106,1521.9,12,0.029812,0.9
70:23:45,1657473900,2022-07-10T17:24:55,2022-07-10T11:25:00,2.007,8441.28,46.86,44.29,48.22,849.34,854.62,183.000000,8.85,0.9265,311,0,12.412,1.85968,4.10,52816,40.564691,-105.073114,1522.7,12,0.099202,0.9
70:24:15,1657473930,2022-07-10T17:25:25,2022-07-10T11:25:30,2.009,8442.28,46.95,44.31,48.26,849.30,854.71,183.800003,8.99,0.9263,311,0,12.415,1.86146,4.10,52803,40.564682,-105.073094,1522.1,12,0.023130,0.9
70:24:45,1657473960,2022-07-10T17:25:55,2022-07-10T11:26:00,2.010,8443.27,47.05,44.41,48.44,849.36,854.64,181.149994,9.15,0.9258,312,0,12.415,1.86326,4.10,52791,40.564685,-105.073097,1523.0,12,0.005654,0.9
70:25:15,1657473990,2022-07-10T17:26:25,2022-07-10T11:26:30,2.007,8444.27,47.14,44.42,48.49,849.18,854.63,180.250000,9.15,0.9255,312,0,12.399,1.86039,4.10,52778,40.564698,-105.073140,1518.8,12,0.154714,0.9
70:25:45,1657474020,2022-07-10T17:26:55,2022-07-10T11:27:00,2.007,8445.27,47.25,44.55,48.62,849.25,854.77,182.800003,9.28,0.9253,312,0,12.400,1.85610,4.10,52765,40.564700,-105.073175,1517.7,12,0.116164,0.9
70:26:15,1657474050,2022-07-10T17:27:25,2022-07-10T11:27:30,2.009,8446.26,47.35,44.62,48.69,849.37,854.80,181.399994,8.80,0.9252,312,0,12.401,1.85646,4.09,52753,40.564700,-105.073161,1519.5,12,0.067334,0.9
70:26:45,1657474080,2022-07-10T17:27:55,2022-07-10T11:28:00,2.009,8447.26,47.45,44.69,48.80,849.19,854.76,181.449997,9.11,0.9247,312,0,12.403,1.85610,4.09,52740,40.564696,-105.073135,1518.8,12,0.052942,0.9
70:27:15,1657474110,2022-07-10T17:28:25,2022-07-10T11:28:30,2.011,8448.25,47.55,44.76,48.90,849.23,854.79,180.899994,8.93,0.9245,312,0,12.404,1.85610,4.09,52728,40.564681,-105.073084,1522.6,12,0.124388,0.9
70:27:45,1657474140,2022-07-10T17:28:55,2022-07-10T11:29:00,2.012,8449.25,47.67,44.84,49.02,849.18,854.80,185.500000,9.10,0.9241,313,0,12.405,1.86218,4.09,52715,40.564674,-105.073063,1522.6,12,0.022102,0.9
70:28:15,1657474170,2022-07-10T17:29:25,2022-07-10T11:29:30,2.006,8450.25,47.78,45.27,49.13,849.24,854.42,184.000000,8.77,0.9235,313,0,12.405,1.85325,4.20,52746,40.564696,-105.073067,1523.6,12,0.040606,0.9
70:28:45,1657474200,2022-07-10T17:29:55,2022-07-10T11:30:00,2.011,8451.24,47.89,45.82,49.18,849.20,853.86,181.449997,8.41,0.9227,314,0,12.412,1.85789,4.20,52778,40.564700,-105.073100,1524.4,12,0.148546,0.9
70:29:15,1657474230,2022-07-10T17:30:25,2022-07-10T11:30:30,2.011,8452.24,48.02,46.30,49.37,849.15,853.46,181.149994,8.11,0.9220,315,0,12.405,1.85574,4.20,52808,40.564698,-105.073074,1527.9,12,0.061166,0.9
70:29:45,1657474260,2022-07-10T17:30:55,2022-07-10T11:31:00,2.012,8453.23,48.16,46.66,49.49,849.29,853.10,185.050003,8.20,0.9212,316,0,12.393,1.85396,4.20,52838,40.564690,-105.073075,1525.0,12,0.083268,0.9
70:30:15,1657474290,2022-07-10T17:31:25,2022-07-10T11:31:30,2.009,8454.23,48.27,47.00,49.65,849.22,852.61,182.449997,8.08,0.9203,316,0,12.372,1.85146,4.20,52867,40.564683,-105.073103,1525.4,12,0.047802,0.9
70:30:45,1657474320,2022-07-10T17:31:55,2022-07-10T11:32:00,2.013,8455.23,48.38,47.32,49.76,849.25,852.43,182.750000,8.12,0.9198,317,0,12.375,1.85218,4.20,52895,40.564683,-105.073077,1526.3,12,0.082754,0.9
70:31:15,1657474350,2022-07-10T17:32:25,2022-07-10T11:32:30,2.010,8456.22,48.50,47.55,49.82,849.26,852.19,182.899994,8.28,0.9191,318,0,12.362,1.84933,4.20,52922,40.564676,-105.073055,1528.9,12,0.089950,0.9
70:31:45,1657474380,2022-07-10T17:32:55,2022-07-10T11:33:00,2.008,8457.22,48.58,47.82,49.96,849.23,852.01,179.949997,7.98,0.9188,318,0,12.349,1.84720,4.20,52948,40.564670,-105.073048,1530.9,12,0.086352,0.9
70:32:15,1657474410,2022-07-10T17:33:25,2022-07-10T11:33:30,2.010,8458.21,48.67,48.02,50.02,849.21,851.70,181.300003,7.90,0.9182,318,0,12.351,1.84223,4.20,52974,40.564657,-105.073093,1527.8,12,0.067848,0.9
70:32:45,1657474440,2022-07-10T17:33:55,2022-07-10T11:34:00,2.011,8459.21,48.77,48.17,50.10,849.16,851.79,184.449997,7.84,0.9180,318,0,12.353,1.84294,4.20,53000,40.564670,-105.073082,1528.0,12,0.017476,0.9
70:33:15,1657474470,2022-07-10T17:34:25,2022-07-10T11:34:30,2.013,8460.21,48.85,48.33,50.24,849.18,851.69,184.250000,7.82,0.9177,319,0,12.356,1.84542,4.20,53024,40.564681,-105.073068,1525.4,12,0.059110,0.9
70:33:45,1657474500,2022-07-10T17:34:55,2022-07-10T11:35:00,2.010,8461.20,48.95,48.45,50.29,849.36,851.78,183.250000,7.67,0.9176,319,0,12.342,1.84684,4.20,53048,40.564689,-105.073070,1521.9,12,0.049858,0.9
70:34:15,1657474530,2022-07-10T17:35:25,2022-07-10T11:35:30,2.011,8462.20,49.03,48.55,50.38,849.24,851.57,180.300003,7.76,0.9171,320,0,12.344,1.84897,4.20,53072,40.564663,-105.073091,1524.7,12,0.114622,0.9
70:34:45,1657474560,2022-07-10T17:35:55,2022-07-10T11:36:00,2.008,8463.20,49.12,48.69,50.45,849.33,851.61,181.350006,7.79,0.9168,320,0,12.329,1.84188,4.20,53095,40.564666,-105.073104,1524.2,12,0.014392,0.9
70:35:15,1657474590,2022-07-10T17:36:25,2022-07-10T11:36:30,2.009,8464.19,49.18,48.78,50.51,849.32,851.60,180.699997,7.35,0.9168,320,0,12.329,1.84188,4.20,53117,40.564691,-105.073098,1523.0,12,0.016962,0.9
70:35:45,1657474620,2022-07-10T17:36:55,2022-07-10T11:37:00,2.011,8465.19,49.23,48.87,50.54,849.25,851.51,183.399994,7.42,0.9166,320,0,12.331,1.83976,4.20,53138,40.564687,-105.073090,1522.3,12,0.058596,0.9
70:36:15,1657474650,2022-07-10T17:37:25,2022-07-10T11:37:30,2.010,8466.18,49.29,48.91,50.65,849.24,851.52,181.199997,7.50,0.9163,320,0,12.329,1.84152,4.20,53159,40.564693,-105.073091,1524.4,12,0.077100,0.9
70:36:45,1657474680,2022-07-10T17:37:55,2022-07-10T11:38:00,2.011,8467.18,49.34,48.98,50.71,849.32,851.52,179.899994,7.62,0.9161,321,0,12.329,1.84613,4.20,53180,40.564704,-105.073078,1527.9,11,0.018504,0.9
70:37:15,1657474710,2022-07-10T17:38:25,2022-07-10T11:38:30,2.008,8468.18,49.39,49.02,50.76,849.31,851.45,179.149994,7.34,0.9160,321,0,12.314,1.84117,4.20,53200,40.564702,-105.073096,1527.0,12,0.033924,0.9
70:37:45,1657474740,2022-07-10T17:38:55,2022-07-10T11:39:00,2.009,8469.17,49.43,49.08,50.80,849.36,851.53,182.550003,7.30,0.9160,321,0,12.315,1.83976,4.20,53219,40.564685,-105.073080,1530.9,10,0.035980,0.9
70:38:15,1657474770,2022-07-10T17:39:25,2022-07-10T11:39:30,2.008,8470.17,49.47,49.09,50.81,849.19,851.60,179.949997,7.54,0.9159,321,0,12.316,1.83905,4.20,53238,40.564677,-105.073072,1535.2,11,0.042148,0.9
70:38:45,1657474800,2022-07-10T17:39:55,2022-07-10T11:40:00,2.009,8471.16,49.50,49.11,50.88,849.38,851.54,183.899994,7.04,0.9160,321,0,12.315,1.83693,4.20,53257,40.564696,-105.073102,1530.5,11,0.094062,0.9
70:39:15,1657474830,2022-07-10T17:40:25,2022-07-10T11:40:30,2.009,8472.16,49.52,49.10,50.91,849.32,851.54,181.300003,7.18,0.9158,321,0,12.315,1.83905,4.20,53274,40.564685,-105.073110,1534.7,11,0.160368,0.9
70:39:45,1657474860,2022-07-10T17:40:55,2022-07-10T11:41:00,2.009,8473.16,49.54,49.13,50.92,849.26,851.59,180.949997,7.20,0.9158,321,0,12.315,1.83940,4.20,53292,40.564703,-105.073132,1534.2,11,0.109482,0.9
70:40:15,1657474890,2022-07-10T17:41:25,2022-07-10T11:41:30,2.009,8474.15,49.53,49.14,50.94,849.26,851.59,178.350006,6.60,0.9161,321,0,12.315,1.84223,4.20,53309,40.564703,-105.073112,1533.0,12,0.096632,0.9
70:40:45,1657474920,2022-07-10T17:41:55,2022-07-10T11:42:00,2.008,8475.15,49.52,49.10,50.90,849.26,851.43,182.500000,6.93,0.9158,321,0,12.315,1.83799,4.20,53325,40.564699,-105.073112,1532.2,12,0.050886,0.9
70:41:15,1657474950,2022-07-10T17:42:25,2022-07-10T11:42:30,2.008,8476.14,49.51,49.09,50.92,849.32,851.68,182.899994,7.06,0.9161,321,0,12.314,1.83552,4.20,53341,40.564709,-105.073111,1529.6,12,0.046774,0.9
70:41:45,1657474980,2022-07-10T17:42:55,2022-07-10T11:43:00,2.008,8477.14,49.49,49.04,50.86,849.38,851.46,180.050003,6.92,0.9160,321,0,12.314,1.83976,4.20,53357,40.564709,-105.073098,1532.1,12,0.158826,0.9
70:42:15,1657475010,2022-07-10T17:43:25,2022-07-10T11:43:30,2.007,8478.14,49.46,49.01,50.87,849.30,851.71,179.850006,7.10,0.9162,321,0,12.313,1.84011,4.20,53372,40.564717,-105.073126,1525.2,12,0.032382,0.9
70:42:45,1657475040,2022-07-10T17:43:55,2022-07-10T11:44:00,2.007,8479.13,49.45,48.98,50.85,849.30,851.66,179.399994,7.03,0.9162,321,0,12.314,1.83693,4.20,53386,40.564708,-105.073099,1527.3,11,0.049858,1.0
70:43:15,1657475070,2022-07-10T17:44:25,2022-07-10T11:44:30,2.007,8480.13,49.42,48.96,50.81,849.25,851.75,178.649994,6.79,0.9165,321,0,12.312,1.83658,4.20,53401,40.564682,-105.073065,1524.8,12,0.054484,0.9
70:43:45,1657475100,2022-07-10T17:44:55,2022-07-10T11:45:00,2.006,8481.13,49.39,48.87,50.76,849.20,851.70,180.649994,7.24,0.9164,321,0,12.312,1.83905,4.20,53415,40.564683,-105.073040,1526.0,12,0.058596,0.9
70:44:15,1657475130,2022-07-10T17:45:25,2022-07-10T11:45:30,2.006,8482.12,49.33,48.89,50.72,849.30,851.49,181.899994,7.02,0.9164,321,0,12.309,1.84082,4.20,53428,40.564685,-105.073048,1524.1,12,0.051914,0.8
70:44:45,1657475160,2022-07-10T17:45:55,2022-07-10T11:46:00,2.005,8483.12,49.30,48.84,50.69,849.22,851.58,181.000000,7.03,0.9166,321,0,12.310,1.83375,4.20,53441,40.564688,-105.073048,1519.3,12,0.145462,0.8
70:45:15,1657475190,2022-07-10T17:46:25,2022-07-10T11:46:30,2.005,8484.11,49.27,48.80,50.67,849.33,851.61,180.399994,6.90,0.9168,321,0,12.308,1.83940,4.20,53454,40.564691,-105.073057,1519.4,12,0.119762,0.8
70:45:45,1657475220,2022-07-10T17:46:55,2022-07-10T11:47:00,2.004,8485.11,49.23,48.75,50.58,849.25,851.59,181.050003,7.20,0.9167,321,0,12.308,1.83658,4.19,53466,40.564669,-105.073068,1523.2,12,0.072988,0.8
70:46:15,1657475250,2022-07-10T17:47:25,2022-07-10T11:47:30,2.004,8486.11,49.19,48.67,50.56,849.29,851.71,178.750000,6.90,0.9171,321,0,12.308,1.83976,4.20,53478,40.564659,-105.073092,1524.8,12,0.085838,0.8
70:46:45,1657475280,2022-07-10T17:47:55,2022-07-10T11:48:00,2.003,8487.10,49.14,48.65,50.55,849.24,851.64,180.750000,6.59,0.9174,321,0,12.307,1.83728,4.20,53489,40.564677,-105.073096,1525.8,12,0.020046,0.8
70:47:15,1657475310,2022-07-10T17:48:25,2022-07-10T11:48:30,2.003,8488.10,49.08,48.58,50.49,849.31,851.73,181.149994,6.73,0.9176,321,0,12.306,1.83658,4.20,53501,40.564661,-105.073076,1530.0,12,0.005140,0.8
70:47:45,1657475340,2022-07-10T17:48:55,2022-07-10T11:49:00,2.002,8489.09,49.03,48.51,50.35,849.24,851.74,179.199997,6.53,0.9178,321,0,12.305,1.83834,4.19,53512,40.564664,-105.073071,1531.8,12,0.068362,0.8
70:48:15,1657475370,2022-07-10T17:49:25,2022-07-10T11:49:30,2.001,8490.09,48.97,48.48,50.35,849.27,851.75,180.399994,6.85,0.9179,321,0,12.305,1.83658,4.19,53522,40.564679,-105.073092,1527.3,12,0.182470,0.8
70:48:45,1657475400,2022-07-10T17:49:55,2022-07-10T11:50:00,2.000,8491.09,48.92,48.41,50.29,849.25,851.62,178.750000,7.08,0.9178,321,0,12.304,1.83763,4.19,53532,40.564671,-105.073066,1519.4,12,0.196348,0.8
70:49:15,1657475430,2022-07-10T17:50:25,2022-07-10T11:50:30,1.999,8492.08,48.87,48.34,50.25,849.26,851.63,177.699997,6.94,0.9180,321,0,12.303,1.83516,4.19,53542,40.564647,-105.073061,1522.8,12,0.076586,0.8
70:49:45,1657475460,2022-07-10T17:50:55,2022-07-10T11:51:00,1.999,8493.08,48.84,48.32,50.21,849.13,851.67,180.550003,6.89,0.9182,321,0,12.302,1.83375,4.19,53552,40.564679,-105.073087,1527.3,12,0.119248,0.8
70:50:15,1657475490,2022-07-10T17:51:25,2022-07-10T11:51:30,1.999,8494.07,48.81,48.25,50.15,849.18,851.56,179.850006,6.75,0.9182,321,0,12.301,1.83552,4.19,53561,40.564732,-105.073096,1532.4,12,0.152144,0.8
70:50:45,1657475520,2022-07-10T17:51:55,2022-07-10T11:52:00,1.998,8495.07,48.78,48.22,50.17,849.13,851.67,180.949997,7.12,0.9182,321,0,12.301,1.83270,4.19,53570,40.564712,-105.073074,1534.1,12,0.085324,0.8
70:51:15,1657475550,2022-07-10T17:52:25,2022-07-10T11:52:30,1.998,8496.07,48.77,48.16,50.13,849.30,851.68,181.100006,7.08,0.9183,321,0,12.299,1.83516,4.19,53579,40.564688,-105.073058,1534.3,12,0.093548,0.8
70:51:45,1657475580,2022-07-10T17:52:55,2022-07-10T11:53:00,1.998,8497.06,48.75,48.13,50.08,849.16,851.71,180.100006,7.08,0.9184,321,0,12.298,1.83340,4.19,53588,40.564678,-105.073057,1537.4,12,0.020046,0.7
70:52:15,1657475610,2022-07-10T17:53:25,2022-07-10T11:53:30,1.998,8498.06,48.74,48.12,50.08,849.20,851.74,177.149994,7.28,0.9184,321,0,12.297,1.83587,4.19,53596,40.564665,-105.073065,1535.3,12,0.156256,0.7
70:52:45,1657475640,2022-07-10T17:53:55,2022-07-10T11:54:00,1.998,8499.05,48.73,48.07,50.07,849.19,851.82,181.100006,7.36,0.9184,321,0,12.296,1.83059,4.19,53604,40.564662,-105.073068,1539.4,12,0.088922,0.7
70:53:15,1657475670,2022-07-10T17:54:25,2022-07-10T11:54:30,1.998,8500.05,48.73,48.04,50.08,849.14,851.80,179.500000,7.40,0.9184,321,0,12.298,1.83622,4.19,53612,40.564642,-105.073022,1540.4,12,0.025186,0.8
70:53:45,1657475700,2022-07-10T17:54:55,2022-07-10T11:55:00,1.997,8501.05,48.74,47.99,50.06,849.17,851.79,181.250000,7.52,0.9183,321,0,12.297,1.83340,4.19,53619,40.564655,-105.073060,1537.4,12,0.142892,0.7
70:54:15,1657475730,2022-07-10T17:55:25,2022-07-10T11:55:30,1.998,8502.04,48.74,47.99,50.06,849.08,851.82,179.699997,7.50,0.9183,321,0,12.297,1.83446,4.19,53627,40.564660,-105.073084,1529.8,12,0.043690,0.7
70:54:45,1657475760,2022-07-10T17:55:55,2022-07-10T11:56:00,1.997,8503.04,48.76,47.94,50.05,849.08,851.98,178.949997,7.03,0.9187,321,0,12.296,1.83446,4.19,53634,40.564644,-105.073063,1534.7,12,0.011308,0.7
70:55:15,1657475790,2022-07-10T17:56:25,2022-07-10T11:56:30,1.998,8504.04,48.76,47.95,50.08,849.02,851.95,180.000000,7.27,0.9185,321,0,12.295,1.83587,4.19,53641,40.564654,-105.073072,1536.2,12,0.089950,0.7
70:55:45,1657475820,2022-07-10T17:56:55,2022-07-10T11:57:00,1.997,8505.03,48.78,47.96,50.08,849.16,851.89,180.149994,7.30,0.9184,321,0,12.295,1.83305,4.19,53647,40.564662,-105.073051,1530.8,12,0.039578,0.7
70:56:15,1657475850,2022-07-10T17:57:25,2022-07-10T11:57:30,1.997,8506.03,48.80,47.92,50.13,849.19,851.97,179.000000,7.18,0.9185,321,0,12.295,1.83516,4.19,53654,40.564661,-105.073051,1526.9,12,0.018504,0.7
70:56:45,1657475880,2022-07-10T17:57:55,2022-07-10T11:58:00,1.997,8507.02,48.80,47.94,50.11,849.05,851.95,180.350006,7.34,0.9184,321,0,12.294,1.83270,4.19,53660,40.564667,-105.073067,1525.9,12,0.043176,0.7
70:57:15,1657475910,2022-07-10T17:58:25,2022-07-10T11:58:30,1.997,8508.02,48.81,47.88,50.17,849.01,851.91,180.850006,7.40,0.9183,321,0,12.295,1.83799,4.19,53666,40.564662,-105.073057,1526.5,12,0.042148,0.7
70:57:45,1657475940,2022-07-10T17:58:55,2022-07-10T11:59:00,1.998,8509.02,48.81,47.87,50.16,849.10,852.05,182.050003,7.37,0.9184,321,0,12.294,1.83305,4.19,53672,40.564663,-105.073072,1527.5,12,0.015420,0.7
70:58:15,1657475970,2022-07-10T17:59:25,2022-07-10T11:59:30,1.997,8510.01,48.81,47.86,50.15,849.07,851.91,181.600006,7.34,0.9183,321,0,12.292,1.83199,4.19,53677,40.564660,-105.073034,1530.2,12,0.037522,0.7
70:58:45,1657476000,2022-07-10T17:59:55,2022-07-10T12:00:00,1.997,8511.01,48.80,47.84,50.15,849.10,852.05,179.000000,6.88,0.9187,321,0,12.292,1.83728,4.19,53683,40.564658,-105.073039,1528.7,12,0.034952,0.7
70:59:15,1657476030,2022-07-10T18:00:25,2022-07-10T12:00:30,1.997,8512.00,48.78,47.85,50.14,848.96,852.00,180.399994,7.55,0.9184,321,0,12.292,1.83516,4.19,53688,40.564672,-105.073045,1527.3,12,0.025700,0.7
70:59:45,1657476060,2022-07-10T18:00:55,2022-07-10T12:01:00,1.996,8513.00,48.77,47.84,50.10,849.02,851.98,181.199997,7.49,0.9184,321,0,12.292,1.83375,4.19,53693,40.564669,-105.073033,1524.3,12,0.023644,0.7
71:00:15,1657476090,2022-07-10T18:01:25,2022-07-10T12:01:30,1.997,8514.00,48.77,47.80,50.10,849.02,851.95,181.699997,7.51,0.9184,321,0,12.291,1.83059,4.19,53698,40.564667,-105.073041,1521.2,12,0.030326,0.7
71:00:45,1657476120,2022-07-10T18:01:55,2022-07-10T12:02:00,1.997,8514.99,48.77,47.77,50.14,849.10,852.12,178.750000,7.59,0.9185,321,0,12.287,1.83481,4.16,53697,40.564674,-105.073075,1519.8,12,0.101772,0.7
71:01:15,1657476150,2022-07-10T18:02:25,2022-07-10T12:02:30,1.997,8515.99,48.77,47.68,50.12,848.99,851.95,181.250000,7.49,0.9184,321,0,12.287,1.83270,4.15,53685,40.564677,-105.073055,1522.2,12,0.019018,0.8
71:01:45,1657476180,2022-07-10T18:02:55,2022-07-10T12:03:00,1.996,8516.98,48.78,47.59,50.10,849.08,852.35,177.949997,7.44,0.9188,321,0,12.284,1.83340,4.15,53672,40.564656,-105.073012,1520.5,12,0.017476,0.8
71:02:15,1657476210,2022-07-10T18:03:25,2022-07-10T12:03:30,1.995,8517.98,48.80,47.50,50.13,848.99,852.50,180.449997,7.67,0.9188,321,0,12.283,1.83375,4.15,53660,40.564657,-105.072988,1527.0,12,0.057054,0.8
71:02:45,1657476240,2022-07-10T18:03:55,2022-07-10T12:04:00,1.995,8518.98,48.80,47.41,50.15,849.05,852.58,181.500000,7.60,0.9189,321,0,12.282,1.83235,4.15,53648,40.564668,-105.072971,1533.0,12,0.060138,0.8
71:03:15,1657476270,2022-07-10T18:04:25,2022-07-10T12:04:30,1.995,8519.97,48.82,47.37,50.15,849.02,852.74,180.850006,7.86,0.9189,321,0,12.280,1.83481,4.15,53635,40.564658,-105.072955,1531.4,12,0.031868,0.7
71:03:45,1657476300,2022-07-10T18:04:55,2022-07-10T12:05:00,1.994,8520.97,48.82,47.32,50.15,849.02,852.74,181.899994,7.22,0.9192,321,0,12.280,1.82673,4.15,53623,40.564672,-105.072988,1531.1,12,0.071446,0.7
71:04:15,1657476330,2022-07-10T18:05:25,2022-07-10T12:05:30,1.993,8521.96,48.84,47.27,50.15,849.04,852.74,180.500000,7.54,0.9190,321,0,12.281,1.83164,4.15,53611,40.564671,-105.073032,1528.7,12,0.142892,0.8
71:04:45,1657476360,2022-07-10T18:05:55,2022-07-10T12:06:00,1.994,8522.96,48.84,47.23,50.19,848.93,852.90,178.750000,7.09,0.9194,321,0,12.281,1.82918,4.14,53598,40.564653,-105.073007,1528.0,12,0.193264,0.8
71:05:15,1657476390,2022-07-10T18:06:25,2022-07-10T12:06:30,1.992,8523.96,48.88,47.19,50.17,848.98,853.03,181.699997,7.45,0.9192,321,0,12.279,1.82953,4.14,53586,40.564646,-105.073005,1530.0,12,0.071960,0.8
71:05:45,1657476420,2022-07-10T18:06:55,2022-07-10T12:07:00,1.993,8524.95,48.89,47.19,50.19,848.97,853.14,177.100006,7.65,0.9192,321,0,12.279,1.83375,4.14,53573,40.564651,-105.073019,1531.8,12,0.092520,0.8
71:06:15,1657476450,2022-07-10T18:07:25,2022-07-10T12:07:30,1.992,8525.95,48.92,47.17,50.22,848.94,853.05,179.000000,7.05,0.9193,321,0,12.279,1.83235,4.14,53561,40.564663,-105.073050,1523.8,12,0.070932,0.8
71:06:45,1657476480,2022-07-10T18:07:55,2022-07-10T12:08:00,1.993,8526.95,48.93,47.08,50.24,848.94,853.02,178.850006,6.55,0.9195,321,0,12.279,1.83305,4.14,53549,40.564671,-105.073057,1523.0,12,0.093034,0.8
71:07:15,1657476510,2022-07-10T18:08:25,2022-07-10T12:08:30,1.992,8527.94,48.95,47.10,50.26,849.02,853.23,179.550003,6.58,0.9197,321,0,12.278,1.83164,4.14,53536,40.564679,-105.073051,1528.6,12,0.039064,0.8
